City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Cururupu,BR,-1.8283,-44.8683,73.04,98,100,1.61,overcast clouds
347,Kasempa,ZM,-13.4584,25.8338,63.21,90,98,2.28,overcast clouds
348,Linhares,BR,-19.3911,-40.0722,71.35,97,87,2.15,overcast clouds
349,Igrim,RU,63.1906,64.4162,3.4,94,100,7.16,overcast clouds
350,Hargeysa,SO,9.56,44.065,58.39,91,53,7.31,broken clouds
351,Arman,RU,59.7,150.1667,11.98,79,100,12.64,overcast clouds
352,Dunedin,NZ,-45.8742,170.5036,63.9,78,94,5.91,overcast clouds
353,Fomboni,KM,-12.28,43.7425,81.57,75,6,6.31,clear sky
354,Ouadda,CF,8.0777,22.4007,67.23,24,2,2.86,clear sky
355,Ural,RU,55.9078,94.7464,16.47,89,100,18.95,light snow
356,Homer,US,59.6425,-151.5483,40.89,71,100,5.75,overcast clouds
357,Kirkland Lake,CA,48.1446,-80.0377,-9.11,77,98,0.0,overcast clouds
358,Santo Antonio Do Ica,BR,-3.1022,-67.9397,72.55,100,100,2.26,overcast clouds
359,Lunenburg,CA,44.3835,-64.3155,44.49,97,100,16.11,overcast clouds
360,Dukat,RU,62.55,155.55,1.67,97,100,9.24,overcast clouds
361,Port Lincoln,AU,-34.7333,135.8667,68.13,58,27,12.15,scattered clouds
362,Namatanai,PG,-3.6667,152.4333,85.78,63,84,9.44,broken clouds
363,Muscat,OM,23.6139,58.5922,68.02,53,0,3.09,clear sky
364,Soe,ID,-9.8607,124.284,77.38,76,97,4.09,overcast clouds
365,Kiama,AU,-34.6833,150.8667,75.0,90,100,1.99,light rain
366,Alappuzha,IN,9.49,76.3264,79.27,69,39,3.98,scattered clouds
367,Iskateley,RU,67.6803,53.1512,8.73,94,96,13.87,overcast clouds
368,Hobyo,SO,5.3505,48.5268,77.4,70,74,21.52,broken clouds
369,Rognan,NO,67.0953,15.3878,33.94,96,100,1.16,light snow
370,Port Blair,IN,11.6667,92.75,82.44,74,40,8.05,light intensity drizzle
371,Hofn,IS,64.2539,-15.2082,26.58,64,30,11.14,scattered clouds
372,Marion,US,39.7684,-86.1555,32.58,89,100,9.22,mist
373,Mitu,CO,1.1983,-70.1733,74.68,66,93,0.89,overcast clouds
374,Bayan,CN,46.0833,127.4,7.45,83,92,3.98,overcast clouds
375,Roald,NO,62.5833,6.1333,42.17,70,40,19.57,light rain
376,Beira,MZ,-19.8436,34.8389,86.09,74,40,8.05,light rain
377,Darhan,MN,49.4867,105.9228,8.67,83,77,3.89,broken clouds
378,Ilulissat,GL,69.2167,-51.1,17.62,49,75,10.36,broken clouds
379,Coos Bay,US,43.3665,-124.2179,35.58,75,0,8.05,clear sky
380,Surgut,RU,61.25,73.4167,6.98,92,40,7.0,mist
381,Houston,US,29.7633,-95.3633,63.09,88,100,13.8,fog
382,Pasni,PK,25.2631,63.471,63.5,36,0,7.74,clear sky
383,Mecca,SA,21.4267,39.8261,73.8,61,4,1.52,clear sky
384,Hay River,CA,60.8156,-115.7999,-13.02,77,20,3.44,few clouds
385,Buala,SB,-8.145,159.5921,80.76,82,100,6.2,light rain
386,Kajaani,FI,64.2273,27.7285,32.05,93,100,11.5,light snow
387,Huarmey,PE,-10.0681,-78.1522,70.84,84,92,6.17,overcast clouds
388,Chadan,RU,51.2833,91.5833,0.19,90,69,0.74,broken clouds
389,Melo,UY,-32.3667,-54.1833,64.47,96,1,7.11,clear sky
390,Birao,CF,10.2849,22.7882,71.08,17,38,5.99,scattered clouds
391,Puerto Madryn,AR,-42.7692,-65.0385,87.1,23,0,34.63,clear sky
392,Turan,VN,16.0678,108.2208,66.18,68,75,2.3,broken clouds
393,Tabou,CI,4.423,-7.3528,76.73,87,100,4.83,overcast clouds
394,Arzamas,RU,55.3949,43.8399,13.28,94,99,6.69,overcast clouds
395,North Bend,US,43.4065,-124.2243,35.51,74,0,8.05,clear sky
396,Dauriya,RU,49.9333,116.8667,6.66,91,100,1.66,overcast clouds
397,Itoman,JP,26.1247,127.6694,61.18,51,75,18.41,broken clouds
398,Pangnirtung,CA,66.1451,-65.7125,-24.56,79,100,0.29,overcast clouds
399,Tuatapere,NZ,-46.1333,167.6833,67.06,75,100,5.21,overcast clouds
400,Tatawin,TN,32.9297,10.4518,40.53,64,0,3.85,clear sky
401,Naryan-Mar,RU,67.6713,53.087,8.78,94,96,13.8,overcast clouds
402,Muriti,TZ,-1.9833,32.9167,72.99,68,70,8.39,light rain
403,Derzhavinsk,KZ,51.1,66.3167,-1.34,91,16,6.2,few clouds
404,Bambous Virieux,MU,-20.3428,57.7575,85.21,74,20,2.3,few clouds
405,Polloc,PH,7.3553,124.2208,83.48,76,100,1.34,overcast clouds
406,Dingle,PH,10.9995,122.6711,75.81,95,100,11.07,overcast clouds
407,Ulety,RU,51.3572,112.4849,16.59,76,100,2.86,overcast clouds
408,Porto De Moz,BR,-1.7483,-52.2383,72.05,95,73,2.93,broken clouds
409,Ajdabiya,LY,30.7554,20.2263,54.19,49,4,11.07,clear sky
410,Launceston,AU,-41.45,147.1667,78.62,45,100,8.05,overcast clouds
411,Thinadhoo,MV,0.5333,72.9333,80.91,74,92,5.35,overcast clouds
412,Atambua,ID,-9.1061,124.8925,81.66,75,98,2.59,overcast clouds
413,La Ronge,CA,55.1001,-105.2842,-14.55,76,0,3.44,clear sky
414,Hirara,JP,24.8,125.2833,62.87,51,40,14.97,scattered clouds
415,Paita,PE,-5.0892,-81.1144,72.09,78,19,7.65,few clouds
416,Valley City,US,46.9233,-98.0032,-17.88,83,30,10.36,scattered clouds
417,Bonavista,CA,48.6499,-53.1147,23.05,63,78,12.77,broken clouds
418,Kutina,HR,45.475,16.7819,24.22,96,67,2.48,broken clouds
419,Chapais,CA,49.7834,-74.8492,-25.82,100,33,2.95,scattered clouds
420,San Quintin,MX,30.4833,-115.95,56.64,70,100,4.32,overcast clouds
421,Vardo,NO,70.3705,31.1107,31.98,93,88,6.91,overcast clouds
422,Karratha,AU,-20.7377,116.8463,94.68,42,54,12.75,broken clouds
423,Bojnurd,IR,37.4747,57.329,35.55,69,74,2.3,broken clouds
424,Northam,GB,51.0333,-4.2167,45.61,83,98,14.12,overcast clouds
425,Colares,PT,38.7992,-9.4469,44.76,61,8,5.99,clear sky
426,Korem,ET,12.5058,39.5228,52.9,77,46,2.17,scattered clouds
427,Conceicao Do Araguaia,BR,-8.2578,-49.2647,71.01,94,20,0.94,few clouds
428,Mitsamiouli,KM,-11.3847,43.2844,81.21,79,96,7.83,overcast clouds
429,Coquimbo,CL,-29.9533,-71.3436,60.53,88,0,2.3,clear sky
430,Santa Barbara,US,34.7333,-120.0343,44.69,94,100,0.0,overcast clouds
431,Vostok,RU,46.4856,135.8833,-1.03,82,87,7.94,overcast clouds
432,Gunjur,GM,13.2019,-16.7339,66.94,47,92,13.65,overcast clouds
433,Lufilufi,WS,-13.8745,-171.5986,85.78,74,68,12.86,light rain
434,Havoysund,NO,70.9963,24.6622,28.63,93,100,5.93,snow
435,Santa Maria,BR,-29.6842,-53.8069,70.23,82,5,6.42,clear sky
436,Sechura,PE,-5.5569,-80.8222,73.36,72,9,8.81,clear sky
437,Nara,JP,34.6851,135.8049,47.97,61,54,13.96,light rain
438,Kinablangan,PH,7.6947,126.5503,80.55,80,100,3.56,moderate rain
439,Ginda,IN,30.6945,78.4932,44.98,88,100,8.52,light rain
440,Endirey,RU,43.1632,46.654,37.58,76,100,0.96,overcast clouds
441,Novikovo,RU,51.1537,37.8879,21.24,82,76,5.08,broken clouds
442,Viru,PE,-8.4167,-78.75,73.15,73,96,2.28,overcast clouds
443,Can,TR,40.0333,27.0524,32.81,92,73,5.35,broken clouds
444,Saint Anthony,US,45.0205,-93.218,1.33,74,100,10.36,overcast clouds
445,Goderich,CA,43.7501,-81.7165,21.9,79,97,4.61,overcast clouds
446,Lixourion,GR,38.2019,20.4314,46.4,87,40,8.05,scattered clouds
447,Yaval,IN,21.1667,75.7,78.01,38,2,5.32,clear sky
448,Gawler,AU,-34.6,138.7333,83.97,54,9,12.68,clear sky
449,Isangel,VU,-19.55,169.2667,82.54,76,100,3.27,heavy intensity rain
450,Aklavik,CA,68.2191,-135.0107,-5.8,77,75,3.44,light snow
451,Bilibino,RU,68.0546,166.4372,11.32,87,100,9.24,overcast clouds
452,Mwense,ZM,-10.3845,28.698,65.21,90,87,1.21,overcast clouds
453,Neiafu,TO,-18.65,-173.9833,84.88,79,75,5.75,broken clouds
454,Noumea,NC,-22.2763,166.4572,85.98,74,56,7.31,broken clouds
455,Beloha,MG,-25.1667,45.05,77.79,77,47,7.92,light rain
456,Kenora,CA,49.8167,-94.4337,-15.63,76,20,6.91,few clouds
457,Flinders,AU,-34.5833,150.8552,74.17,87,100,3.0,light rain
458,Andros Town,BS,24.7,-77.7667,75.16,75,2,16.2,clear sky
459,Roebourne,AU,-20.7833,117.1333,94.86,45,47,12.19,scattered clouds
460,Aksu,CN,41.1231,80.2644,20.7,73,100,4.36,overcast clouds
461,Ferrol,ES,43.4832,-8.2369,39.72,79,27,7.7,scattered clouds
462,Marrakesh,MA,31.6315,-8.0083,41.07,81,40,1.14,scattered clouds
463,Palmares Do Sul,BR,-30.2578,-50.5097,68.86,92,0,2.28,clear sky
464,Akyab,MM,20.15,92.9,80.44,44,1,1.81,clear sky
465,Vila Velha,BR,-20.3297,-40.2925,76.95,88,40,5.75,scattered clouds
466,Santiago,CL,-33.4569,-70.6483,73.85,43,0,11.5,clear sky
467,Farmos,HU,47.3607,19.8462,24.93,96,29,7.72,scattered clouds
468,Tarashcha,UA,49.5583,30.4926,24.35,82,47,6.96,scattered clouds
469,Kiunga,PG,-6.1219,141.2906,88.9,71,97,2.75,overcast clouds
470,Dzialdowo,PL,53.2396,20.17,29.7,90,100,20.76,light snow
471,Mizdah,LY,31.4451,12.9801,40.46,57,0,6.13,clear sky
472,Berlevag,NO,70.8578,29.0864,33.75,86,40,14.97,scattered clouds
473,Takoradi,GH,4.8845,-1.7554,78.39,84,82,3.96,light rain
474,Alyangula,AU,-13.8483,136.4192,84.13,73,97,7.09,overcast clouds
475,Kita,ML,13.0349,-9.4895,63.18,13,39,4.16,scattered clouds
476,Fernandina Beach,US,30.6697,-81.4626,69.98,82,40,11.5,scattered clouds
477,Cabedelo,BR,-6.9811,-34.8339,77.67,74,98,12.06,overcast clouds
478,Ratnagiri,IN,16.9833,73.3,79.59,64,68,6.87,broken clouds
479,Iquitos,PE,-3.7481,-73.2472,75.24,88,75,3.44,broken clouds
480,Yichang,CN,30.7144,111.2847,61.18,28,0,3.06,clear sky
481,Slave Lake,CA,55.2834,-114.769,12.18,73,100,20.71,light snow
482,Velsk,RU,61.0701,42.0983,18.19,94,100,8.59,overcast clouds
483,Gorgan,IR,36.8387,54.4348,40.96,87,100,6.91,overcast clouds
484,Matagami,CA,49.7502,-77.6328,-21.89,76,0,2.3,clear sky
485,Jibuti,DJ,11.5,42.5,69.87,70,40,21.83,scattered clouds
486,Bedesa,ET,8.9,40.7833,64.87,57,29,6.98,scattered clouds
487,Xuddur,SO,4.1213,43.8894,71.22,70,18,22.97,few clouds
488,Kitimat,CA,54.0524,-128.6534,21.58,70,25,2.08,scattered clouds
489,Gizo,SB,-8.103,156.8419,78.91,87,100,9.66,moderate rain
490,Doka,SD,13.5167,35.7667,73.45,40,25,8.66,scattered clouds
491,Kindersley,CA,51.4668,-109.1682,-12.98,84,20,10.36,few clouds
492,Susangerd,IR,31.5608,48.1831,57.24,54,84,9.73,broken clouds
493,Cuautepec,MX,16.7,-99.0,72.88,73,0,3.42,clear sky
494,Grand Island,US,40.925,-98.342,7.09,72,100,10.36,overcast clouds
495,Krasnoselkup,RU,65.7,82.4667,-14.39,100,100,8.19,overcast clouds
496,Brebes,ID,-6.8706,109.0369,82.99,73,100,11.07,overcast clouds
497,Mae Ramat,TH,16.984,98.5166,84.79,28,9,7.43,clear sky
498,Sinnamary,GF,5.3833,-52.95,74.5,89,37,6.46,scattered clouds
499,Nova Olimpia,BR,-14.7972,-57.2881,69.76,96,31,3.06,scattered clouds
500,Nata,PA,8.3333,-80.5167,73.53,80,100,11.25,overcast clouds
501,Bayangol,RU,50.6977,103.4656,13.6,76,93,2.37,overcast clouds
502,Bandarbeyla,SO,9.4942,50.8122,75.92,56,61,18.52,broken clouds
503,Bilma,NE,18.6853,12.9164,65.28,15,81,8.3,broken clouds
504,Eragny,FR,49.0167,2.1,41.0,92,75,9.22,broken clouds
505,Umm Kaddadah,SD,13.6017,26.6876,68.81,14,39,9.42,scattered clouds
506,Tawau,MY,4.2498,117.8871,87.93,69,62,2.1,broken clouds
507,Fortuna,US,40.5982,-124.1573,42.98,81,0,0.0,clear sky
508,Broome,US,42.2506,-75.833,40.01,87,100,6.91,overcast clouds
509,Mokrousovo,RU,55.8103,66.7653,4.53,96,70,7.92,broken clouds
510,Belyy Yar,RU,53.6039,91.3903,21.09,73,0,17.9,clear sky
511,Gumdag,TM,39.2061,54.5906,38.66,71,100,5.35,overcast clouds
512,Tromso,NO,69.6496,18.957,21.38,93,0,2.3,clear sky
513,Ketchikan,US,55.3422,-131.6461,30.18,93,0,0.0,clear sky
514,Harper,LR,4.375,-7.7169,77.76,84,100,4.45,overcast clouds
515,Khandyga,RU,62.6667,135.6,-39.84,96,91,0.67,overcast clouds
516,Yarada,IN,17.65,83.2667,82.72,57,40,8.05,haze
517,Suntar,RU,62.1444,117.6319,-9.15,95,100,4.88,overcast clouds
518,Ilam,NP,26.9167,87.9167,71.08,40,4,6.26,clear sky
519,Gayny,RU,60.3071,54.3241,12.31,94,100,7.4,overcast clouds
520,Bonfim,BR,3.0833,-59.95,75.7,65,13,7.76,few clouds
521,Salamiyah,SY,35.0113,37.0532,44.91,91,26,2.35,scattered clouds
522,Alofi,NU,-19.0595,-169.9187,80.49,83,78,3.44,light rain
523,Florianopolis,BR,-27.6146,-48.5012,72.63,94,75,3.44,broken clouds
524,Tirupati,IN,13.65,79.4167,76.23,88,40,6.91,mist
525,Zlatograd,BG,41.3833,25.1,33.03,90,83,2.91,broken clouds
526,Mareeba,AU,-17.0,145.4333,83.44,86,93,6.02,light rain
527,Tecolutla,MX,20.4833,-97.0167,71.69,88,0,13.94,clear sky
528,Lao Cai,VN,22.4833,103.95,72.3,36,1,3.4,clear sky
529,Sioux Lookout,CA,50.1001,-91.917,-14.73,76,40,4.61,scattered clouds
530,Verkhnevilyuysk,RU,63.4453,120.3167,-21.53,97,98,4.59,overcast clouds
531,Baoqing,CN,46.3317,132.2111,7.79,72,36,9.4,scattered clouds
532,La Solana,ES,38.9442,-3.2381,31.08,88,11,6.6,few clouds
533,Sarangani,PH,5.4033,125.4636,80.73,81,100,18.5,light rain
534,Valparaiso,CL,-33.0393,-71.6273,58.64,94,75,3.44,broken clouds
535,Redmond,US,47.674,-122.1215,34.05,76,1,3.0,clear sky
536,Upington,ZA,-28.4478,21.2561,73.78,35,0,6.91,clear sky
537,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,47,40,20.13,scattered clouds
538,Muzhi,RU,65.3667,64.6667,-9.87,100,100,3.67,overcast clouds
539,Chunhuhub,MX,19.55,-88.6833,67.96,99,37,2.42,scattered clouds
540,Okato,NZ,-39.2,173.8833,74.17,80,100,3.0,moderate rain
541,Marienburg,PL,54.0359,19.0266,37.04,94,100,21.18,light snow
542,Fare,PF,-16.7,-151.0167,81.34,75,6,11.63,clear sky
543,Visakhapatnam,IN,17.69,83.2093,82.29,57,40,8.05,haze
544,Ambulu,ID,-8.345,113.6058,81.52,80,100,3.22,overcast clouds
545,Kivsharivka,UA,49.6213,37.7036,23.67,88,17,3.13,few clouds
546,Khromtau,KZ,50.2503,58.4347,3.83,97,94,4.56,overcast clouds
547,Shu,KZ,43.5983,73.7614,20.39,76,67,2.62,broken clouds
548,Sorong,ID,-0.8833,131.25,83.23,74,99,7.96,light rain
549,Coolum Beach,AU,-26.5333,153.1,86.07,68,97,1.01,overcast clouds
550,Pacific Grove,US,36.6177,-121.9166,46.08,86,100,4.61,overcast clouds
551,Onguday,RU,50.75,86.15,12.07,87,37,2.26,scattered clouds
552,Port-Gentil,GA,-0.7193,8.7815,78.76,94,75,3.44,light rain
553,Tautira,PF,-17.7333,-149.15,81.07,74,4,9.95,clear sky
554,Sawakin,SD,19.1059,37.3321,75.78,81,54,1.63,broken clouds
555,Monster,NL,52.0258,4.175,46.98,82,40,18.41,scattered clouds
556,Kambove,CD,-10.8764,26.5969,61.66,96,100,0.54,overcast clouds
557,Antofagasta,CL,-23.65,-70.4,67.28,87,95,3.22,overcast clouds
558,Svetlyy,RU,54.675,20.1347,33.85,97,100,26.53,snow
559,Sisimiut,GL,66.9395,-53.6735,16.2,74,100,6.6,overcast clouds
560,Dinar,TR,38.065,30.1656,28.36,87,10,3.15,clear sky
561,Yulara,AU,-25.2406,130.9889,85.24,43,100,4.16,overcast clouds
562,Kudahuvadhoo,MV,2.6708,72.8944,80.11,73,63,2.15,broken clouds
563,Saint-Georges,GD,12.0564,-61.7485,73.08,88,20,0.0,few clouds
564,Cedar City,US,37.6775,-113.0619,29.39,80,100,4.61,overcast clouds
565,Vera Cruz,BR,-12.6333,-41.0333,71.17,92,5,1.16,clear sky
566,Durg,IN,21.1833,81.2833,78.98,34,4,5.68,clear sky
567,Sira,IN,13.7453,76.9092,76.23,55,97,5.32,overcast clouds
568,Curuca,BR,-0.7289,-47.8481,72.39,96,92,1.77,light rain
569,Cabo Rojo,PR,18.0866,-67.1457,75.72,72,10,9.28,clear sky
570,Tarko-Sale,RU,64.9225,77.785,-13.72,98,78,9.31,broken clouds
571,Ancud,CL,-41.8697,-73.8203,59.61,94,63,2.3,broken clouds
572,Xinglongshan,CN,43.9561,125.4661,24.55,46,0,8.95,clear sky
573,Koslan,RU,63.4564,48.8989,13.1,94,99,8.37,overcast clouds
574,Dalvik,IS,65.9702,-18.5286,24.73,87,97,2.06,overcast clouds
575,Mananara,MG,-16.1667,49.7667,85.37,63,84,2.46,broken clouds
576,Moranbah,AU,-22.0016,148.0466,90.59,34,36,9.22,scattered clouds
577,Boyolangu,ID,-8.1181,111.8935,83.41,73,100,3.83,overcast clouds
578,Songea,TZ,-10.6833,35.65,67.35,88,20,4.61,few clouds
579,Leh,IN,34.1667,77.5833,22.44,91,100,4.25,overcast clouds
580,Bullhead City,US,35.1478,-114.5683,59.29,44,100,17.27,overcast clouds
581,Remontnoye,RU,46.5614,43.6501,30.67,87,100,7.99,overcast clouds
582,Kulhudhuffushi,MV,6.6221,73.07,80.1,71,60,9.55,broken clouds
583,Scarborough,GB,54.2797,-0.4044,42.37,77,43,5.99,scattered clouds
584,Nurlat,RU,54.4277,50.8051,12.22,95,100,9.51,overcast clouds
585,Camacha,PT,33.0833,-16.3333,53.02,71,40,9.22,scattered clouds
586,Biak,ID,-0.9131,122.8766,82.15,69,100,0.74,light rain
587,Pochutla,MX,15.7432,-96.4661,74.82,71,1,3.44,clear sky
588,Maragogi,BR,-9.0122,-35.2225,76.66,78,12,6.87,few clouds
589,Verkhnetulomskiy,RU,68.6073,31.7962,8.89,99,99,2.21,overcast clouds
590,Algiers,DZ,36.7525,3.042,40.82,87,20,5.75,few clouds
591,Churapcha,RU,62.0025,132.4325,-37.79,92,80,2.59,broken clouds
592,Port Hedland,AU,-20.3167,118.5667,95.05,52,56,4.61,broken clouds
593,Safford,US,32.834,-109.7076,51.12,27,0,10.36,clear sky
594,Cahors,FR,44.4167,1.3333,28.31,91,30,3.96,scattered clouds
595,Los Palacios,CU,22.5872,-83.2486,67.98,92,1,4.85,clear sky
596,Namibe,AO,-15.1961,12.1522,73.81,79,100,6.13,overcast clouds
597,Farah,AF,32.5,62.5,43.16,53,18,1.99,few clouds
598,Muros,ES,42.7762,-9.0603,36.84,86,59,9.1,broken clouds
599,Turayf,SA,31.6725,38.6637,48.45,57,0,4.61,clear sky
600,Sao Joao Evangelista,BR,-18.5478,-42.7633,64.87,99,93,1.48,overcast clouds
601,Kismayo,SO,-0.3582,42.5454,79.93,70,79,18.01,broken clouds
602,Touros,BR,-5.1989,-35.4608,78.48,74,13,10.58,few clouds
603,Kutum,SD,14.2,24.6667,70.68,15,82,2.19,broken clouds
604,Minbu,MM,20.1833,94.8833,88.0,34,0,5.57,clear sky
605,Berezovyy,RU,51.6667,135.7,1.76,78,18,2.53,few clouds
606,Plerin,FR,48.5425,-2.7798,44.44,93,68,5.01,broken clouds
607,Saucillo,MX,28.0167,-105.2833,57.15,31,84,8.32,broken clouds
608,Tornio,FI,65.8481,24.1466,28.42,97,100,8.84,light snow
609,Amqui,CA,48.4638,-67.4313,5.47,99,99,2.98,overcast clouds
610,Sciacca,IT,37.5082,13.0881,48.04,79,9,6.8,clear sky
611,San Felipe,VE,10.3399,-68.7425,68.49,94,87,3.96,overcast clouds
612,Jinchang,CN,38.4953,102.1739,38.34,17,1,2.95,clear sky
613,Bhum,IN,18.4667,75.6667,80.49,37,12,10.38,few clouds
614,Komadi,HU,47.0,21.5,30.76,79,43,8.75,scattered clouds
615,Pavilosta,LV,56.8879,21.1859,39.11,93,100,27.81,light rain
616,Milkovo,RU,54.7167,158.6167,26.28,74,100,11.59,overcast clouds
617,Walvis Bay,NA,-22.9575,14.5053,62.1,77,0,8.14,clear sky
618,Mantua,IT,45.1667,10.7833,31.24,82,15,7.56,few clouds
619,Tongren,CN,27.7172,109.1853,66.61,23,0,4.0,clear sky
620,Ondjiva,AO,-17.0667,15.7333,70.2,78,81,2.82,broken clouds
621,Marsabit,KE,2.3284,37.9899,66.78,62,6,16.46,clear sky
622,Zaysan,KZ,47.4667,84.8667,6.71,88,10,3.58,clear sky
623,Luau,AO,-10.7073,22.2247,66.09,94,100,2.21,overcast clouds
624,Labuhan,ID,-6.8844,112.2051,83.84,75,100,10.85,light rain
625,Swan Hill,AU,-35.3378,143.5544,89.83,24,3,11.18,clear sky
626,Volnovakha,UA,47.601,37.4967,31.69,96,100,4.52,light snow
627,Mindelo,CV,16.8901,-24.9804,69.35,64,75,17.27,broken clouds
628,Tucupita,VE,9.0622,-62.051,65.84,96,5,3.15,clear sky
629,Wadi Maliz,TN,36.4681,8.5495,38.86,88,43,5.37,scattered clouds
630,Ayagoz,KZ,47.9714,80.4392,10.67,77,6,5.26,clear sky
631,Cabra,ES,37.4725,-4.4421,36.34,81,7,4.07,clear sky
632,Ereymentau,KZ,51.6199,73.1033,6.33,85,7,7.27,clear sky
633,Denpasar,ID,-8.65,115.2167,87.46,79,20,13.8,few clouds
634,Poso,ID,-1.3959,120.7524,85.62,66,100,3.69,overcast clouds
635,Tukrah,LY,32.5341,20.5791,53.46,74,20,16.67,moderate rain
636,Labytnangi,RU,66.6572,66.4183,-0.71,98,100,4.12,overcast clouds
637,Kindu,CD,-2.95,25.95,69.6,93,97,0.65,overcast clouds
638,Ngunguru,NZ,-35.6167,174.5,67.66,88,100,13.62,light rain
639,Sorland,NO,67.667,12.6934,37.26,60,100,24.83,overcast clouds
640,Beysehir,TR,37.6773,31.7246,34.83,86,94,4.0,light snow
641,Ukiah,US,39.1502,-123.2078,43.11,47,0,4.61,clear sky
642,South Venice,US,27.0531,-82.4243,68.99,95,0,8.01,mist
643,Puerto Escondido,MX,15.85,-97.0667,76.03,78,40,0.0,scattered clouds
644,Arica,CL,-18.475,-70.3042,73.63,68,100,2.3,overcast clouds
645,Praia Da Vitoria,PT,38.7333,-27.0667,55.76,76,75,7.38,broken clouds
646,Misratah,LY,32.3754,15.0925,52.29,66,10,20.71,light rain
647,Kikuchi,JP,32.9833,130.8167,49.51,38,40,11.5,scattered clouds
648,Magadi,IN,12.9667,77.2333,79.75,49,87,9.98,overcast clouds
649,Gornopravdinsk,RU,60.05,69.9,9.72,95,99,7.05,overcast clouds
650,Svetlogorsk,BY,52.6333,29.7333,28.98,89,100,13.51,overcast clouds
651,Lakes Entrance,AU,-37.8811,147.981,70.16,68,74,6.31,broken clouds
652,Abilene,US,32.4487,-99.7331,28.78,73,100,9.22,overcast clouds
653,Skjervoy,NO,70.0311,20.9714,17.6,61,71,4.09,broken clouds
