City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Port-Gentil,GA,2023-01-29 08:35:22,-0.7193,8.7815,84.16,79,40,3.44
294,Usinsk,RU,2023-01-29 08:35:22,65.9939,57.5281,19.33,93,100,18.81
295,Sao Bento,BR,2023-01-29 08:35:23,-6.2833,-37.75,69.71,74,81,8.32
296,Vieira De Leiria,PT,2023-01-29 08:35:24,39.8695,-8.9324,39.47,86,0,2.3
297,Shimoda,JP,2023-01-29 08:35:26,34.6667,138.95,43.95,59,5,23.87
298,Turukhansk,RU,2023-01-29 08:35:27,65.8167,87.9833,10.72,94,100,6.24
299,Auki,SB,2023-01-29 08:35:28,-8.7676,160.7034,78.55,85,100,2.93
300,Yambio,SS,2023-01-29 08:35:31,4.5721,28.3955,92.64,18,60,2.37
301,Geraldton,AU,2023-01-29 08:32:35,-28.7667,114.6,90.01,35,100,17.27
302,Savelugu,GH,2023-01-29 08:35:32,9.6244,-0.8253,83.98,10,95,6.08
303,Atasu,KZ,2023-01-29 08:35:33,48.6814,71.6433,8.67,88,12,3.04
304,Zhezkazgan,KZ,2023-01-29 08:35:34,47.8043,67.7144,6.78,78,20,4.47
305,Lata,PT,2023-01-29 08:35:39,40.1629,-8.3327,44.08,70,3,5.01
306,Kizilskoye,RU,2023-01-29 08:35:42,52.7255,58.8937,11.97,93,16,3.65
307,Koceljeva,RS,2023-01-29 08:35:42,44.4736,19.8117,31.37,94,94,8.23
308,Sompeta,IN,2023-01-29 08:35:43,18.9333,84.6,81.25,56,28,12.26
309,Steinbach,DE,2023-01-29 08:35:44,50.1667,8.5667,33.6,77,100,2.3
310,Los Llanos De Aridane,ES,2023-01-29 08:35:45,28.6585,-17.9182,55.15,77,75,6.91
311,Nokaneng,BW,2023-01-29 08:35:46,-19.6667,22.2667,89.02,38,89,5.35
312,Bryan,US,2023-01-29 08:31:16,30.6744,-96.37,67.89,94,100,12.66
313,Poum,NC,2023-01-29 08:35:48,-20.2333,164.0167,79.02,80,100,11.9
314,Luchegorsk,RU,2023-01-29 08:31:38,46.4764,134.2569,-18.08,99,38,1.54
315,Qui Nhon,VN,2023-01-29 08:35:51,13.7667,109.2333,68.74,77,100,25.52
316,Araouane,ML,2023-01-29 08:35:52,18.9048,-3.5265,59.05,14,15,6.67
317,Dinkelsbuhl,DE,2023-01-29 08:36:53,49.0694,10.3199,28.96,83,84,2.21
318,Tocopilla,CL,2023-01-29 08:36:54,-22.092,-70.1979,69.64,85,83,1.19
319,Merauke,ID,2023-01-29 08:36:55,-8.4667,140.3333,82.36,80,95,6.76
320,Saint George,US,2023-01-29 08:36:56,37.1041,-113.5841,37.99,73,0,6.91
321,Belmonte,BR,2023-01-29 08:36:57,-15.8631,-38.8828,75.22,83,16,3.42
322,Padang,ID,2023-01-29 08:36:58,-0.9492,100.3543,86.05,76,100,4.25
323,Codrington,AU,2023-01-29 08:36:59,-38.2667,141.9667,62.85,63,7,10.76
324,Llanes,ES,2023-01-29 08:37:00,43.4198,-4.7549,47.89,73,100,7.25
325,Kavaratti,IN,2023-01-29 08:37:01,10.5669,72.642,79.93,72,81,9.46
326,Oranjemund,NA,2023-01-29 08:37:02,-28.55,16.4333,66.85,71,46,10.94
327,Makakilo City,US,2023-01-29 08:37:03,21.3469,-158.0858,71.92,78,75,11.5
328,Kamaishi,JP,2023-01-29 08:37:05,39.2667,141.8833,27.46,62,59,4.61
329,Termiz,UZ,2023-01-29 08:37:06,37.2242,67.2783,42.89,61,100,2.3
330,Cidreira,BR,2023-01-29 08:37:07,-30.1811,-50.2056,73.4,88,100,4.88
331,Tazovskiy,RU,2023-01-29 08:37:09,67.4667,78.7,-7.85,100,89,6.64
332,Touros,BR,2023-01-29 08:35:36,-5.1989,-35.4608,77.29,77,28,10.25
333,Cabo San Lucas,MX,2023-01-29 08:34:00,22.8909,-109.9124,65.52,76,0,1.01
334,The Valley,AI,2023-01-29 08:37:10,18.217,-63.0578,76.1,74,36,20.8
335,Satuk,TR,2023-01-29 08:37:11,41.2263,32.3836,35.38,97,100,3.78
336,Kruisfontein,ZA,2023-01-29 08:37:12,-34.0033,24.7314,65.88,48,86,12.62
337,Lagos,NG,2023-01-29 08:37:13,6.5833,3.75,80.92,57,77,6.04
338,Koupela,BF,2023-01-29 08:37:14,12.1794,-0.3517,73.96,8,100,11.52
339,Richards Bay,ZA,2023-01-29 08:35:34,-28.783,32.0377,74.48,75,95,16.08
340,Madimba,TZ,2023-01-29 08:37:16,-10.4,40.3333,84.69,66,71,11.54
341,Half Moon Bay,US,2023-01-29 08:37:17,37.4636,-122.4286,51.06,79,100,18.41
342,Pavlysh,UA,2023-01-29 08:37:18,48.9176,33.3569,29.98,66,100,10.38
343,Yulara,AU,2023-01-29 08:37:18,-25.2406,130.9889,83.79,49,55,18.14
344,La Palma,US,2023-01-29 08:37:19,33.8464,-118.0467,57.04,78,40,1.99
345,Kaitangata,NZ,2023-01-29 08:37:20,-46.2817,169.8464,56.44,91,3,2.55
346,Samarai,PG,2023-01-29 08:37:21,-10.6167,150.6667,83.3,80,97,12.71
347,Ravar,IR,2023-01-29 08:37:22,31.2656,56.8055,49.01,34,21,3.98
348,Harper,LR,2023-01-29 08:37:23,4.375,-7.7169,81.03,77,59,5.44
349,Dhidhdhoo,MV,2023-01-29 08:37:24,6.8833,73.1,80.35,71,8,10.83
350,Daru,PG,2023-01-29 08:37:26,-9.0763,143.2092,82.44,77,100,5.97
351,Sidi Ali,DZ,2023-01-29 08:37:27,36.0998,0.4206,46.31,66,98,3.69
352,Whitehorse,CA,2023-01-29 08:37:28,60.7161,-135.0538,14.77,73,100,2.3
353,Saint-Joseph,RE,2023-01-29 08:37:29,-21.3667,55.6167,88.18,83,99,6.42
354,Ilulissat,GL,2023-01-29 08:37:30,69.2167,-51.1,10.42,85,100,0.0
355,Namatanai,PG,2023-01-29 08:37:31,-3.6667,152.4333,81.61,78,27,7.34
356,Clearlake,US,2023-01-29 08:37:32,38.9582,-122.6264,39.94,64,19,4.74
357,Pemba,MZ,2023-01-29 08:37:33,-12.974,40.5178,88.5,58,20,12.66
358,Tres Arroyos,AR,2023-01-29 08:37:34,-38.3739,-60.2798,63.61,83,0,9.62
359,Dzhebariki-Khaya,RU,2023-01-29 08:37:35,62.2167,135.8,-43.44,100,68,1.01
360,Houma,US,2023-01-29 08:36:45,29.5958,-90.7195,64.4,88,100,11.5
361,Te Anau,NZ,2023-01-29 08:37:37,-45.4167,167.7167,60.35,60,0,2.19
362,Kaeo,NZ,2023-01-29 08:37:38,-35.1,173.7833,72.32,93,95,6.93
363,Coahuayana,MX,2023-01-29 08:37:39,18.7333,-103.6833,69.73,44,7,5.61
364,Urucui,BR,2023-01-29 08:38:40,-7.2294,-44.5561,71.91,80,33,0.96
365,Coihaique,CL,2023-01-29 08:38:40,-45.5752,-72.0662,57.81,96,100,5.66
366,Marabba,SD,2023-01-29 08:38:41,12.35,32.1833,90.41,16,9,10.16
367,Jalu,LY,2023-01-29 08:38:42,29.0331,21.5482,60.4,44,0,12.35
368,Chokurdakh,RU,2023-01-29 08:38:43,70.6333,147.9167,-20.83,99,99,1.34
369,Yashkul,RU,2023-01-29 08:38:44,46.1711,45.3435,39.45,59,100,15.03
370,Srednekolymsk,RU,2023-01-29 08:38:46,67.45,153.6833,-34.62,100,49,2.46
371,Iaciara,BR,2023-01-29 08:38:47,-14.0958,-46.6317,65.59,96,68,1.72
372,Lamar,US,2023-01-29 08:38:48,33.6668,-95.5836,62.51,97,100,11.5
373,Ogaminana,NG,2023-01-29 08:38:49,7.5946,6.2248,85.59,54,97,7.05
374,Okmulgee,US,2023-01-29 08:38:50,35.6234,-95.9605,35.46,75,100,16.35
375,Bonthe,SL,2023-01-29 08:38:54,7.5264,-12.505,79.68,79,94,6.08
376,Colombo,LK,2023-01-29 08:38:55,6.9319,79.8478,87.75,64,6,14.38
377,Aklavik,CA,2023-01-29 08:38:57,68.2191,-135.0107,0.23,89,95,5.19
378,Solhan,TR,2023-01-29 08:38:58,38.9634,41.0293,29.82,94,100,4.79
379,Port Lincoln,AU,2023-01-29 08:38:59,-34.7333,135.8667,64.47,72,47,15.12
380,Liverpool,GB,2023-01-29 08:39:00,53.4106,-2.9779,44.38,87,75,8.05
381,Port Hardy,CA,2023-01-29 08:39:01,50.6996,-127.4199,28.58,93,0,4.61
382,Turbat,PK,2023-01-29 08:39:02,26.0023,63.044,69.89,12,0,11.77
383,Inta,RU,2023-01-29 08:39:03,66.0317,60.1659,21.04,94,100,13.29
384,Andros Town,BS,2023-01-29 08:39:04,24.7,-77.7667,73.36,78,67,20.65
385,Palmer,US,2023-01-29 08:39:05,42.1584,-72.3287,37.85,78,100,0.0
386,Cayenne,GF,2023-01-29 08:39:06,4.9333,-52.3333,71.64,100,100,0.0
387,Mozarlandia,BR,2023-01-29 08:39:08,-14.7447,-50.5706,68.97,95,80,2.84
388,Senno,RU,2023-01-29 08:39:09,59.5336,33.9167,24.26,94,100,10.4
389,Marystown,CA,2023-01-29 08:39:10,47.1666,-55.1483,31.24,83,13,12.44
390,Hokitika,NZ,2023-01-29 08:39:11,-42.7167,170.9667,66.88,74,100,0.38
391,Qandala,SO,2023-01-29 08:39:12,11.472,49.8728,78.04,65,7,13.76
392,Caravelas,BR,2023-01-29 08:39:13,-17.7125,-39.2481,74.57,87,7,3.06
393,Ippy,CF,2023-01-29 08:39:14,6.2679,21.2247,95.05,11,5,7.02
394,Klaksvik,FO,2023-01-29 08:39:16,62.2266,-6.589,45.52,85,100,33.71
395,Vizinga,RU,2023-01-29 08:39:16,61.0749,50.1031,13.96,92,99,9.89
396,Avera,US,2023-01-29 08:39:17,33.194,-82.5271,35.11,66,68,4.38
397,Comarapa,BO,2023-01-29 08:39:19,-17.9,-64.4833,55.27,97,100,1.68
398,Makokou,GA,2023-01-29 08:39:20,0.5738,12.8642,85.86,51,68,2.84
399,Suntar,RU,2023-01-29 08:39:21,62.1444,117.6319,-40.63,99,59,3.18
400,Pozoblanco,ES,2023-01-29 08:39:23,38.3791,-4.8483,34.95,60,5,9.15
401,Seia,PT,2023-01-29 08:39:24,40.4151,-7.7086,35.71,72,6,8.08
402,Tabas,IR,2023-01-29 08:39:25,33.5959,56.9244,48.42,40,86,4.61
403,Sibu,MY,2023-01-29 08:39:26,2.3,111.8167,79.11,94,40,4.61
404,Sept-Iles,CA,2023-01-29 08:39:27,50.2001,-66.3821,3.2,65,0,13.8
405,Mutoko,ZW,2023-01-29 08:39:28,-17.397,32.2268,83.8,43,46,0.92
406,Porbandar,IN,2023-01-29 08:39:29,21.6422,69.6093,75.45,33,0,15.55
407,Ust-Maya,RU,2023-01-29 08:39:30,60.4167,134.5333,-45.76,100,79,0.63
408,Abu Dhabi,AE,2023-01-29 08:37:33,24.4667,54.3667,69.91,43,0,6.91
409,Okhotsk,RU,2023-01-29 08:39:32,59.3833,143.3,-14.35,82,9,13.11
410,Opotiki,NZ,2023-01-29 08:40:33,-38.0833,177.2833,70.39,94,100,7.25
411,Abalak,RU,2023-01-29 08:40:35,58.1286,68.5944,15.19,91,67,8.86
412,Vila Do Maio,CV,2023-01-29 08:40:36,15.1333,-23.2167,70.48,69,26,21.18
413,Kysyl-Syr,RU,2023-01-29 08:40:37,63.8986,122.7617,-47.94,100,78,2.13
414,Enshi,CN,2023-01-29 08:40:38,30.3,109.4833,55.98,40,0,1.7
415,Khatanga,RU,2023-01-29 08:40:39,71.9667,102.5,-38.94,100,81,4.12
416,Constitucion,CL,2023-01-29 08:40:40,-35.3333,-72.4167,59.81,69,0,5.44
417,Santa Rosa,PH,2023-01-29 08:40:41,14.3122,121.1114,82.38,71,59,14.27
418,Dicabisagan,PH,2023-01-29 08:40:42,17.0818,122.4157,70.68,85,100,9.06
419,Port Hedland,AU,2023-01-29 08:40:43,-20.3167,118.5667,86.05,66,95,8.05
420,San Carlos,VE,2023-01-29 08:40:44,9.6612,-68.5827,65.8,83,35,3.0
421,Maxixe,MZ,2023-01-29 08:40:45,-23.8597,35.3472,87.62,66,40,6.91
422,Andenes,NO,2023-01-29 08:40:46,69.3143,16.1194,35.58,64,100,17.27
423,Mapiripan,CO,2023-01-29 08:40:47,2.8892,-72.1256,69.58,61,58,5.3
424,San Lorenzo,PY,2023-01-29 08:40:48,-25.3333,-57.5333,76.59,94,0,0.0
425,Palu,ID,2023-01-29 08:40:49,-0.8917,119.8707,79.74,91,89,3.47
426,Christchurch,NZ,2023-01-29 08:38:55,-43.5333,172.6333,66.94,83,100,12.66
427,Erzin,TR,2023-01-29 08:40:52,36.9559,36.2,55.69,67,62,2.42
428,Vardo,NO,2023-01-29 08:40:54,70.3705,31.1107,34.61,80,100,23.42
429,Ibiuna,BR,2023-01-29 08:40:56,-23.6564,-47.2225,63.18,98,64,3.02
430,Svetlaya,RU,2023-01-29 08:40:57,46.5389,138.3297,8.22,73,0,6.13
431,Alamosa,US,2023-01-29 08:40:59,37.4695,-105.87,15.78,73,0,5.75
432,Bjornevatn,NO,2023-01-29 08:41:00,69.6672,29.9847,25.14,93,75,11.5
433,Conway,US,2023-01-29 08:41:01,35.0887,-92.4421,54.7,99,100,2.26
434,Baykit,RU,2023-01-29 08:41:02,61.67,96.37,8.82,97,100,2.17
435,Nayoro,JP,2023-01-29 08:41:03,44.3506,142.4578,4.48,97,41,1.34
436,Sarangani,PH,2023-01-29 08:41:04,5.4033,125.4636,80.15,80,100,4.41
437,Pangnirtung,CA,2023-01-29 08:41:05,66.1451,-65.7125,-29.2,62,0,8.05
438,Sungairaya,ID,2023-01-29 08:41:06,0.7,108.9,78.1,90,100,5.75
439,Atambua,ID,2023-01-29 08:41:07,-9.1061,124.8925,79.21,81,100,1.48
440,Fairlie,GB,2023-01-29 08:41:08,55.756,-4.8556,46.18,89,100,8.01
441,Agbor,NG,2023-01-29 08:41:10,6.2518,6.1934,78.73,82,100,3.53
442,Berlevag,NO,2023-01-29 08:41:11,70.8578,29.0864,35.6,86,100,25.32
443,Siocon,PH,2023-01-29 08:41:12,7.7061,122.1353,80.17,82,100,11.27
444,Montague,US,2023-01-29 08:41:13,42.5356,-72.5351,35.06,91,100,1.95
445,Orlik,RU,2023-01-29 08:41:14,52.5178,99.825,13.21,85,100,0.78
446,Bac Lieu,VN,2023-01-29 08:41:15,9.285,105.7244,79.99,61,100,7.49
447,Nouadhibou,MR,2023-01-29 08:41:17,20.931,-17.0347,58.98,77,50,19.57
448,Khurai,IN,2023-01-29 08:41:18,24.0436,78.3319,83.44,28,0,6.6
449,Meulaboh,ID,2023-01-29 08:41:19,4.1363,96.1285,84.0,72,95,4.29
450,Birjand,IR,2023-01-29 08:41:20,32.8663,59.2211,41.47,52,0,0.0
451,Fortuna,US,2023-01-29 08:41:22,40.5982,-124.1573,43.93,96,100,4.61
452,Santa Maria,BR,2023-01-29 08:39:31,-29.6842,-53.8069,69.93,86,15,2.37
453,Laramie,US,2023-01-29 08:41:23,41.3114,-105.5911,12.78,72,100,19.57
454,Korba,IN,2023-01-29 08:41:24,22.35,82.6833,89.73,20,2,3.29
455,Guozhen,CN,2023-01-29 08:41:25,34.3659,107.359,49.12,21,0,3.83
456,Gimli,CA,2023-01-29 08:42:30,50.6336,-96.9907,-16.58,76,96,8.05
457,Kaseda,JP,2023-01-29 08:38:34,31.4167,130.3167,48.99,67,100,16.13
458,Lapeer,US,2023-01-29 08:41:47,43.0514,-83.3188,28.51,86,100,3.44
459,Ipua,BR,2023-01-29 08:42:33,-20.4381,-48.0122,67.1,95,100,2.62
460,Cehegin,ES,2023-01-29 08:42:17,38.0924,-1.7985,38.64,65,24,2.35
461,Yanam,IN,2023-01-29 08:42:35,16.7333,82.2167,83.34,55,4,10.33
462,Paamiut,GL,2023-01-29 08:42:36,61.994,-49.6678,17.13,62,100,19.26
463,Poso,ID,2023-01-29 08:42:37,-1.3959,120.7524,81.57,81,100,1.86
464,Urengoy,RU,2023-01-29 08:42:38,65.9667,78.3667,-6.59,99,86,8.61
465,Port Hawkesbury,CA,2023-01-29 08:42:39,45.6169,-61.3485,35.19,70,100,18.41
466,Huambo,AO,2023-01-29 08:42:40,-12.7761,15.7392,67.8,77,75,0.0
467,Yar-Sale,RU,2023-01-29 08:42:41,66.8333,70.8333,-22.41,100,9,5.57
468,Takab,IR,2023-01-29 08:42:42,36.4009,47.1133,33.19,95,97,5.01
469,Mabaruma,GY,2023-01-29 08:42:43,8.2,-59.7833,65.75,84,8,2.42
470,Batagay,RU,2023-01-29 08:42:44,67.6333,134.6333,-49.47,96,76,2.04
471,San Pedro,PH,2023-01-29 08:39:56,14.35,121.0167,81.63,71,20,13.8
472,Yingcheng,CN,2023-01-29 08:42:46,30.95,113.55,56.34,19,0,5.35
473,Jambi,ID,2023-01-29 08:42:47,-1.6,103.6167,75.87,92,100,5.37
474,Bella Union,UY,2023-01-29 08:42:48,-30.2752,-57.6007,72.52,67,1,5.84
475,Biu,NG,2023-01-29 08:42:50,10.6129,12.1946,87.67,10,93,4.59
476,Ketchikan,US,2023-01-29 08:42:51,55.3422,-131.6461,33.78,86,0,0.0
477,Kununurra,AU,2023-01-29 08:42:53,-15.7667,128.7333,94.98,49,100,5.75
478,Korem,ET,2023-01-29 08:42:54,12.5058,39.5228,62.76,50,5,8.5
479,Umm Lajj,SA,2023-01-29 08:42:56,25.0213,37.2685,81.63,34,58,6.78
480,Isangel,VU,2023-01-29 08:42:57,-19.55,169.2667,81.36,79,96,3.49
481,Novopetrovskoye,RU,2023-01-29 08:42:58,55.9928,36.4719,24.21,88,99,9.15
482,Eyl,SO,2023-01-29 08:42:59,7.9803,49.8164,83.25,51,99,23.78
483,Hukuntsi,BW,2023-01-29 08:43:00,-24.0,21.75,90.93,24,16,8.52
484,Vao,NC,2023-01-29 08:43:01,-22.6667,167.4833,76.15,81,100,7.99
485,Teeli,RU,2023-01-29 08:43:02,51.0333,90.2333,4.98,90,25,2.26
486,Nieuwpoort,BE,2023-01-29 08:43:03,51.1244,2.7735,39.2,81,100,8.05
487,Comodoro Rivadavia,AR,2023-01-29 08:43:04,-45.8667,-67.5,67.86,52,0,9.22
488,Taree,AU,2023-01-29 08:43:05,-31.9,152.4667,78.22,84,100,3.94
489,George Town,MY,2023-01-29 08:43:06,5.4112,100.3354,87.73,62,20,9.22
490,Inhambane,MZ,2023-01-29 08:43:07,-23.865,35.3833,87.78,66,40,6.91
491,Basqal,AZ,2023-01-29 08:43:08,40.7552,48.391,34.47,62,75,4.23
492,Srandakan,ID,2023-01-29 08:43:09,-7.9386,110.2506,79.61,85,100,4.45
493,Sipoo,FI,2023-01-29 08:43:10,60.3775,25.2691,34.16,87,0,6.91
494,Roebourne,AU,2023-01-29 08:43:11,-20.7833,117.1333,91.96,49,21,15.01
495,Cedar City,US,2023-01-29 08:43:12,37.6775,-113.0619,30.4,69,0,10.36
496,Aquiraz,BR,2023-01-29 08:43:13,-3.9014,-38.3911,78.89,85,98,8.34
497,Prabumulih,ID,2023-01-29 08:43:14,-3.45,104.25,80.13,84,99,7.61
498,Tytuvenai,LT,2023-01-29 08:43:17,55.6,23.2,31.91,98,100,10.83
499,Nurota,UZ,2023-01-29 08:43:18,40.5614,65.6886,39.88,48,50,2.42
500,Lagoa,PT,2023-01-29 08:43:19,39.05,-27.9833,57.88,65,68,13.67
501,Ugoofaaru,MV,2023-01-29 08:43:20,5.6667,73.0,80.69,74,8,11.52
502,Kafue,ZM,2023-01-29 08:44:22,-15.7691,28.1814,75.34,81,96,6.4
503,Conceicao Do Araguaia,BR,2023-01-29 08:44:28,-8.2578,-49.2647,70.5,98,100,1.03
504,Dawei,MM,2023-01-29 08:44:29,14.0833,98.2,87.46,25,5,13.29
505,Pietarsaari,FI,2023-01-29 08:44:30,63.65,22.6833,32.9,81,78,14.56
506,Yenotayevka,RU,2023-01-29 08:44:30,47.2456,47.0281,35.65,53,100,11.1
507,Berdigestyakh,RU,2023-01-29 08:44:31,62.0989,126.6992,-46.34,100,89,1.43
508,Velke Opatovice,CZ,2023-01-29 08:44:33,49.6124,16.6795,28.42,84,83,6.31
509,Guamuchil,MX,2023-01-29 08:42:21,25.4667,-108.1,50.68,87,37,0.29
510,Maniitsoq,GL,2023-01-29 08:44:34,65.4167,-52.9,11.62,71,100,25.72
511,Muisne,EC,2023-01-29 08:44:35,0.6,-80.0333,75.94,90,88,8.08
512,Kieta,PG,2023-01-29 08:44:36,-6.2167,155.6333,79.99,85,100,4.45
513,Yatou,CN,2023-01-29 08:44:37,37.15,122.3833,31.53,61,2,11.07
514,Loknya,RU,2023-01-29 08:44:38,56.83,30.1467,26.35,89,100,7.47
515,Bagdarin,RU,2023-01-29 08:44:39,54.4333,113.6,-2.61,92,2,4.63
516,Basoko,CD,2023-01-29 08:44:40,1.2391,23.616,87.96,48,65,1.32
517,Cabadiangan,PH,2023-01-29 08:44:41,9.7531,122.4739,79.0,83,100,11.77
518,Tigre,AR,2023-01-29 08:44:42,-34.426,-58.5796,76.21,84,20,5.75
519,Olinda,BR,2023-01-29 08:44:44,-8.0089,-34.8553,80.33,65,75,9.22
520,West Valley City,US,2023-01-29 08:44:45,40.6916,-112.0011,33.84,72,40,10.36
521,Havre-Saint-Pierre,CA,2023-01-29 08:44:11,50.2334,-63.5986,14.0,73,20,24.16
522,Khartoum,SD,2023-01-29 08:44:49,15.5518,32.5324,88.02,24,13,1.01
523,Paka,MY,2023-01-29 08:44:50,4.6374,103.4368,75.38,100,40,8.05
524,Bria,CF,2023-01-29 08:44:51,6.5423,21.9863,96.19,12,5,7.14
525,Meadow Lake,US,2023-01-29 08:44:52,34.8014,-106.5436,35.96,55,0,2.42
526,Denpasar,ID,2023-01-29 08:42:16,-8.65,115.2167,87.46,74,20,10.36
527,Acapulco,MX,2023-01-29 08:44:54,16.8634,-99.8901,74.55,69,0,4.0
528,Mezen,RU,2023-01-29 08:44:55,65.8522,44.24,19.89,92,98,12.08
529,Iquitos,PE,2023-01-29 08:44:56,-3.7481,-73.2472,73.44,94,75,0.0
530,Itoman,JP,2023-01-29 08:44:57,26.1247,127.6694,59.02,52,75,16.11
531,Bilma,NE,2023-01-29 08:44:58,18.6853,12.9164,78.46,11,59,7.4
532,La Rioja,ES,2023-01-29 08:44:59,42.25,-2.5,31.78,84,97,6.15
533,Hwange,ZW,2023-01-29 08:45:00,-18.3693,26.5019,83.32,57,54,6.08
534,Jijiga,ET,2023-01-29 08:45:01,9.35,42.8,75.7,36,21,6.49
535,Anloga,GH,2023-01-29 08:45:03,5.7947,0.8973,82.69,76,24,11.23
536,Aykhal,RU,2023-01-29 08:45:04,66.0,111.5,-33.32,100,92,4.59
537,Conde,BR,2023-01-29 08:45:04,-7.2597,-34.9075,72.86,88,20,6.91
538,Mae Sot,TH,2023-01-29 08:45:05,16.7167,98.5667,83.43,32,0,13.8
539,Timbiras,BR,2023-01-29 08:45:06,-4.2553,-43.9406,70.32,99,23,0.65
540,Petropavlovsk-Kamchatskiy,RU,2023-01-29 08:45:07,53.0452,158.6483,23.59,74,75,8.95
541,Abashiri,JP,2023-01-29 08:45:12,44.0213,144.2697,19.94,45,20,4.61
542,Atar,MR,2023-01-29 08:45:13,20.5169,-13.0499,57.74,49,61,7.94
543,Monroe,US,2023-01-29 08:43:32,43.1501,-77.6831,33.49,80,100,11.5
544,Veraval,IN,2023-01-29 08:40:16,20.9,70.3667,74.28,49,0,14.52
545,Simbahan,PH,2023-01-29 08:46:15,6.3032,120.5836,80.85,81,90,16.75
546,Humaita,BR,2023-01-29 08:46:16,-7.5061,-63.0208,72.32,100,100,0.65
547,Orange,US,2023-01-29 08:46:17,33.7,-117.7675,55.42,76,75,8.05
548,Kathmandu,NP,2023-01-29 08:43:33,27.7167,85.3167,70.02,36,20,5.75
549,Ixtapa,MX,2023-01-29 08:46:18,20.7,-105.2,70.23,85,90,2.95
550,Helsinki,FI,2023-01-29 08:44:44,60.1695,24.9355,34.11,88,0,6.91
551,Urubicha,BO,2023-01-29 08:46:20,-15.3833,-62.95,71.28,99,100,1.79
552,Sibolga,ID,2023-01-29 08:46:22,1.7427,98.7792,84.7,67,100,3.22
553,Litovko,RU,2023-01-29 08:46:23,49.2361,135.1742,-22.43,95,22,3.69
554,Chirongui,YT,2023-01-29 08:46:24,-12.9319,45.1483,87.73,75,38,6.49
555,Nantucket,US,2023-01-29 08:44:44,41.2835,-70.0995,42.15,96,0,5.75
556,Sinnamary,GF,2023-01-29 08:46:25,5.3833,-52.95,74.77,87,72,6.53
557,Panama City,PA,2023-01-29 08:45:50,8.9936,-79.5197,77.85,83,75,3.44
558,Jumla,NP,2023-01-29 08:46:27,29.2747,82.1838,55.96,32,1,4.9
559,Fort Saint James,CA,2023-01-29 08:46:28,54.4333,-124.25,-16.01,99,69,0.22
560,Kichera,RU,2023-01-29 08:46:30,55.9375,110.0997,8.01,97,99,1.16
561,Bilibino,RU,2023-01-29 08:46:31,68.0546,166.4372,-11.24,97,49,4.7
562,Varnavino,RU,2023-01-29 08:46:32,57.4035,45.0916,21.27,94,95,8.93
563,Nelson Bay,AU,2023-01-29 08:46:33,-32.7167,152.15,76.08,89,100,3.0
564,Chopan,IN,2023-01-29 08:46:34,24.5167,83.0333,82.89,10,5,4.63
565,Rostock,DE,2023-01-29 08:43:39,54.0887,12.1405,39.92,94,100,16.33
